Registro_ANS;CNPJ;Razao_Social;Nome_Fantasia;Modalidade;Logradouro;Numero;Complemento;Bairro;Cidade;UF;CEP;DDD;Telefone;Fax;Endereco_eletronico;Representante;Cargo_Representante;Regiao_de_Comercializacao;Data_Registro_ANS
"382540";"31240963000196";"ASSOCIAÇÃO BENEFICENTE DOS PROFESSORES PÚBLICOS ATIVOS E INATIVOS DO RIO DE JANEIRO - APPAI";"APPAI";"Medicina de Grupo";"RUA SENADOR DANTAS";"117";"SLJ 211,212,213";"CENTRO";"Rio de Janeiro";"RJ";"20034900";"21";"31473242";"25320563";"appai@appai.org.br";"JULIO CESAR DA COSTA";"DIRETOR PRESIDENTE";4;"1999-01-19"
"417947";"10935483000170";"ASSOCIAÇÃO DA SANTA CASA SAÚDE DE RIBEIRÃO PRETO";"SANTA CASA SAÚDE DE RIBEIRÃO PRETO";"Medicina de Grupo";"AVENIDA MEIRA JUNIOR";"585";;"CAMPOS ELISEOS";"Ribeirão Preto";"SP";"14085230";;;;"regulacao@santacasasauderp.com.br";"FERNANDO DE TORO DIAZ";"PRESIDENTE DO CONSELHO DE ADMINISTRAÇÃO";5;"2011-03-31"
"417955";"07945024000162";"ASSOCIAÇÃO DE ASSISTÊNCIA MÉDICO HOSPITALAR DOS MAGISTRADOS DO ESTADO DO PARANÁ";"JUDICEMED";"Autogestão";"RUA ALBERTO FOLLONI";"543";;"AHÚ";"Curitiba";"PR";"80540000";"41";"30171600";"30171601";"JUDICEMED@JUDICEMED.COM.BR";"MARCEL FERREIRA DOS SANTOS";"REPRESENTANTE LEGAL";3;"2011-03-31"
"416690";"07781345000179";"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DA AMAGIS";"AMAGIS SAÚDE";"Autogestão";"RUA ALBITA";"194";"6º ANDAR";"BAIRRO CRUZEIRO";"Belo Horizonte";"MG";"30310160";"31";"30793479";"32233683";"saude@amagis.com.br";"FLÁVIA BIRCHAL DE MOURA";"Vice-Presidente de Saúde";3;"2008-06-30"
"416568";"08202035000115";"ASSOCIAÇÃO DE ASSISTÊNCIA À SAÚDE DOS EMPREGADOS DA COPASA";"COPASS SAÚDE";"Autogestão";"RUA CARANGOLA";"531";;"SANTO ANTôNIO";"Belo Horizonte";"MG";"30330240";"31";"32985820";"32985801";"copass@copass-saude.com.br";"OMAR DE CARVALHO GOMES FILHO";"REPRESENTANTE E SUPER EXECUTIV";4;"2008-02-18"
"314218";"60975174000100";"ASSOCIAÇÃO DE BENEFICÊNCIA E FILANTROPIA SÃO CRISTOVÃO";;"Filantropia";"RUA AMÉRICO VENTURA";"123";;"ALTO DA MOOCA";"São Paulo";"SP";"03128010";"11";"20297202";"20297602";"saocristovao@saocristovao.com.br";"VALDIR PEREIRA VENTURA";"PRESIDENTE CONS. DELIBERATIVO";4;"1998-12-21"
"423475";"03468485000130";"ASSOCIAÇÃO DE PROTEÇÃO À MATERNIDADE E À INFANCIA DE CUIABÁ ";"HOSPITAL GERAL E MATERNIDADE DE CUIABÁ";"Filantropia";"Rua 13 de Junho ";"2101";;"Centro";"Cuiabá";"MT";"78025000";"65";"33637096";;"diretoria@hg.cuiaba.br";"FLÁVIA GALINDO SILVESTRE SILVA";"Presidente do Conselho";;"2022-12-27"
"422321";"35657268000185";"ASSOCIAÇÃO DE SAÚDE DO VALE";"LEVMED SAÚDE";"Medicina de Grupo";"RUA EPITÁCIO PESSOA";"651";;"CENTRO";"Jaraguá do Sul";"SC";"89251100";"47";"35124100";;"contato@levmed.com.br";"CARLOS CESAR FELIPONI";"DIRETOR EXECUTIVO";5;"2020-07-14"
"418731";"15022430000181";"ASSOCIAÇÃO DE SAÚDE DOS FORNECEDORES DE CANA DE PIRACICABA E REGIÃO";"HFC SAÚDE";"Medicina de Grupo";"RUA RAFAEL ALOISI";"51";;"VILA REZENDE";"Piracicaba";"SP";"13405205";;;;"lilian.pedro@hfcp.com.br";"JOSÉ CORAL";"DIRETOR SUPERINTENDENTE";5;"2013-01-11"
"417530";"11939445000158";"ASSOCIAÇÃO DE SAÚDE PORTUGUESA DE BENEFICÊNCIA";"SAÚDE BENEFICÊNCIA";"Medicina de Grupo";"RUA TIRADENTES";"293";"CJ 51 A 54 - LOTE 5A";"VILA ITAPURA";"Campinas";"SP";"13023190";"19";"35001500";;"diretoria@saudebeneficencia.com.br";"ARLY DE LARA ROMÊO";"REPRESENTANTE";5;"2010-09-02"
"393533";"12317012000123";"ASSOCIAÇÃO DO FISCO DE ALAGOAS";;"Autogestão";"RUA ARTUR VITAL DA SILVA";"58";;"GRUTA DE LOURDES";"Maceió";"AL";"57052260";"82";"33383494";"33381846";"clebia.presidencia@asfal.com.br";"GUSTAVO DE ALBUQUERQUE CALHEIROS";"DIRETOR PRESIDENTE";6;"1998-12-28"
"420000";"15713057000105";"ASSOCIAÇÃO DO PLANO DE SAÚDE DA SANTA CASA DE MISERICÓRDIA DE ITABUNA - PLANSUL";"PLANSUL";"Medicina de Grupo";"RUA SANTA CRUZ";"s/n";"HOSPITAL MANOEL NOVAIS";"BAIRRO DE FÁTIMA";"Itabuna";"BA";"45603305";"73";"32143800";;"PLANSUL@PLANSUL.net";"CELSO ROBERTO DOS SANTOS";"GESTOR";5;"2015-12-15"
"387185";"34011288000111";"ASSOCIAÇÃO DOS AUDITORES FISCAIS DA RECEITA ESTADUAL DO RIO DE JANEIRO";"AFRERJ";"Autogestão";"RUA SETE DE SETEMBRO";"55";"25 º ANDAR";"CENTRO";"Rio de Janeiro";"RJ";"20050004";"21";"35345555";"22525756";"amafrerj@afrerj.org.br";"ALOISIO DA CUNHA TAVARES";"DIRETOR PRESIDENTE";4;"1998-12-16"
"330281";"09306242000182";"ASSOCIAÇÃO DOS AUDITORES FISCAIS DO ESTADO DA PARAÍBA - AFRAFEP";"AFRAFEP - SAUDE";"Autogestão";"Rua Corálio Soares de Oliveira";"497";;"Centro";"João Pessoa";"PB";"58013260";"83";"30485640";;"admin@afrafepsaude.com.br";"QUINTILIANO BEZERRA LIMA";"PRESIDENTE";3;"1998-12-22"
"384704";"13170410000122";"ASSOCIAÇÃO DOS EMPREGADOS DA COMPANHIA ESTADUAL DE HABITAÇÃO E OBRAS PÚBLICAS - ASSEC";"ASSEC";"Autogestão";"AV. ADÉLIA FRANCO";"3035";;"DIA";"Aracaju";"SE";"49048010";;;;"ans@assecsaude.com.br";"VALDILENE OLIVEIRA MARTINS";"PRESIDENTE";3;"1998-12-30"
"382639";"92911056000116";"ASSOCIAÇÃO DOS FISCAIS DE TRIBUTOS ESTADUAIS DO RS - AFISVEC";"AFISVEC - SAÚDE";"Autogestão";"RUA URUGUAI";"155";"CONJ.1010";"CENTRO";"Porto Alegre";"RS";"90010140";"51";"32244922";"32244922";"saude@afisvec.org.br";"EDUARDO JAEGER";"PRESIDENTE";3;"1998-12-28"
"306754";"00299149000113";"ASSOCIAÇÃO DOS FUNCIONÁRIOS DO FISCO DO ESTADO DE GOIÁS";"AFFEGO-SAÚDE";"Autogestão";"RUA 83";"218";"QUADRA F-15, LOTE 26";"SETOR SUL";"Goiânia";"GO";"74083020";"62";"32185051";;"walima@affego.com.br";"HUGO MARIA D¿ASSUNÇÃO";"REPRESENTANTE";3;"1998-12-23"
"388092";"04503249000170";"ASSOCIAÇÃO DOS FUNCIONÁRIOS FISCAIS DO ESTADO DO AMAZONAS - AFFEAM";"AFFEAM SAÚDE";"Autogestão";"RUA FRANCO DE SÁ";"812";"1º ANDAR";"SÃO FRANCISCO";"Manaus";"AM";"69079210";"92";"36634380";"36113013";"affeamsaude@affeam.com.br";"DERCYVONE DA SILVA GOES";"PRESIDENTE";6;"1998-12-31"
"335754";"14799035000147";"ASSOCIAÇÃO DOS SERVIDORES FISCAIS DO ESTADO DA BAHIA";"ASFEB";"Autogestão";"RUA DR. JOSÉ PEROBA";"149";"EDF ELDORADO 1º ANDAR SL: 101/102 e 902";"STIEP";"Salvador";"BA";"41770235";"71";"22012205";"33417182";"coordennacaomedica@asfeb.org.br";"DOMENICO FIORAVANTI";"PRESIDENTE";3;"1998-12-23"
"309028";"29167970000168";"ASSOCIAÇÃO DOS SERVIDORES MUNICIPAIS, ESTADUAIS E FEDERAIS DO RIO DE JANEIRO";"ASSIST";"Medicina de Grupo";"RUA SENADOR DANTAS";"117";"SLJ 201, 206 A 209 SALAS 208, 301, 302 3";"CENTRO";"Rio de Janeiro";"RJ";"20010000";"21";"21425149";;"assist@assist.org.br";"GERALDO DA COSTA LEITE";"DIRETOR PRESIDENTE";4;"1999-01-19"
"419591";"20160828000114";"ASSOCIAÇÃO DOS SERVIDORES PÚBLICOS DA ADMINISTRAÇÃO DIRETA DO GOVERNO DO ESTADO DO PARÁ - ASPARÁ";"ASPARÁ";"Autogestão";"AVENIDA SENADOR LEMOS";"904";;"UMARIZAL";"Belém";"PA";"66050000";"91";"32251521";;"aspara@aspara.org.br";"GERALDO HENRIQUE DE OLIVEIRA NOGUEIRA";"PRESIDENTE";5;"2014-10-21"
"342556";"87547444000120";"ASSOCIAÇÃO DR. BARTHOLOMEU TACCHINI";"PLANO DE SAÚDE TACCHIMED";"Filantropia";"RUA JOSÉ MÁRIO MONACO";"358";;"CENTRO";"Bento Gonçalves";"RS";"95700068";"54";"34554333";"34554333";"nucleojr@tacchini.com.br";"HILTON ROESE MANCIO";"SUPERINTENDENTE";5;"1998-12-22"
"326755";"78613841000161";"ASSOCIAÇÃO EVANGELICA BENEFICENTE DE LONDRINA";"PLANO DE SAUDE HOSPITALAR";"Filantropia";"AV. BANDEIRANTES";"618";;"JD. LONDRILAR";"Londrina";"PR";"86015900";"43";"33781000";;"planohospitalar2@planohospitalar.org.br";"LINCOLN VIEIRA MAGALHÃES";"REPRESENTANTE LEGAL";5;"1998-12-22"
"422053";"33922160000147";"ASSOCIAÇÃO FCA SAÚDE";"STELLANTIS SAUDE PE/PB";"Autogestão";"AV CONTORNO";"3455";"GALPAO 8, SALA 36, PARTE A";"DISTRITO INDUSTRIAL PAULO CAMI";"Betim";"MG";"32669900";"31";"34023812";;"juridicostellantissaude@stellantis.com";"CRISTIANE DE OLIVEIRA ROQUE PAIXÃO";"Diretora";5;"2019-12-03"
"416584";"08883265000197";"ASSOCIAÇÃO FUNDO DE PROTEÇÃO À SAÚDE";"FUPS";"Autogestão";"RUA FIORAVANTE JOÃO FERRI";"99";;"JARDIM ALVORADA";"Campo Mourão";"PR";"87308445";;;;"fups@fups.com.br";"MAYARA DE OLIVERA RODRIGUES";"REPRESENTANTE";4;"2008-03-07"
"402206";"02220135000198";"ASSOCIAÇÃO GOIANA DO MINISTÉRIO PÚBLICO";"AGMP";"Autogestão";"RUA T-29 C/ T-9";"1758";;"SETOR BUENO";"Goiânia";"GO";"74215050";"62";"32856660";;"administracao@samp.org.br";"VALÉRIA CRISTINA DE PAULA MAGALHÃES";"DIRETORA GERAL";3;"1999-03-17"
"421618";"30724638000136";"ASSOCIAÇÃO HOSPITAL SAÚDE DE VARGEM GRANDE DO SUL";"HOSPITAL SAÚDE";"Medicina de Grupo";"Praça Nossa Senhora Aparecida";"61";"Sala 01";"Nossa Senhora Aparecida";"Vargem Grande do Sul";"SP";"13880000";"19";"36419300";;"associacaohsvgsul@gmail.com";"JOSÉ GERALDO RAMAZOTTI";"PRESIDENTE";6;"2019-04-08"
"423807";"92685833000151";"ASSOCIAÇÃO HOSPITALAR MOINHOS DE VENTO";"HOSPITAL MOINHOS DE VENTO";"Autogestão";"Rua Ramiro Barcelos";"910";;"Moinhos de Vento";"Porto Alegre";"RS";"90035001";"51";"33143545";;"marcelo.rosa@hmv.org.br";"MARCO ANTÔNIO DE MODESTI";"CFO";;"2023-10-30"
"419150";"15323270000100";"ASSOCIAÇÃO MAIS SAÚDE SANTA CASA DE SÃO JOÃO DA BOA VISTA";"MAIS SAÚDE SANTA CASA";"Medicina de Grupo";"RUA SÃO LUCAS";"21";"Andar 1 e 2";"PERPÉTUO SOCORRO";"São João da Boa Vista";"SP";"13870529";"19";"36344440";;"presidencia@maissaudesantacasa.com.br";"VERA LUCIA SASSARON PANDINI";"PRESIDENTE";6;"2013-10-22"
"417211";"11177786000133";"ASSOCIAÇÃO MINEIRA DE ASSISTÊNCIA À SAÚDE DOS MEMBROS DO MINISTÉRIO PÚBLICO";"AMMP SAÚDE";"Autogestão";"RUA TIMBIRAS";"2928";"3º ANDAR";"BARRO PRETO";"Belo Horizonte";"MG";"30140062";"31";"21054878";"25326391";"saude@ammpsaude.org.br";"FRANCISCO CHAVES GENEROSO";"DIRETOR DE SAÚDE";3;"2010-04-09"
"420158";"23869306000184";"ASSOCIAÇÃO PADRE ALBINO SAÚDE";"PADRE ALBINO SAUDE";"Medicina de Grupo";"RUA BELEM";"423";;"CENTRO";"Catanduva";"SP";"15800280";"17";"33113716";;"ADMINISTRACAO@PADREALBINOSAUDE.COM.BR";"VANIA REGINA CATOIA GARCIA";"DIRETORA EXECUTIVA";5;"2016-07-06"
"420816";"25141173000150";"ASSOCIAÇÃO PADRE PIO PLANOS DE SAÚDE";"PADRE PIO PLANOS DE SAÚDE";"Medicina de Grupo";"Rua José Antunes Azevedo Filho";"70";;"Jardim Nova Itália";"Limeira";"SP";"13484401";"19";"34467700";;"plano.pe.pio@humanitaria.com.br";"CESAR LUIS DERMONDE";"Diretor Presidente";6;"2017-06-09"
"418617";"12049486000131";"ASSOCIAÇÃO PARANAENSE DE ASSISTÊNCIA À SAUDE DOS MEMBROS DO MINISTERIO PUBLICO DO PARANÁ";"PROMED";"Autogestão";"RUA MATEUS LEME";"2018";"2º ANDAR";"CENTRO CÍVICO";"Curitiba";"PR";"80530010";"41";"33522855";"33522855";"superintendencia@promedpr.org.br";"SYMARA MOTTER";"PRESIDENTE";3;"2012-10-08"
"422631";"39427632000171";"ASSOCIAÇÃO PETROBRAS DE SAÚDE - APS";;"Autogestão";"Avenida República do Chile";"65";"Sala 302";"Centro";"Rio de Janeiro";"RJ";"20031170";;;;"carolina.lucas@saudepetrobras.com.br";"CAROLINA SALGADO LUCAS";"GERENTE REGULATÓRIO E PRODUTOS";1;"2021-01-28"
"419974";"19512026000147";"ASSOCIAÇÃO PLAME DE SAÚDE";"PLAMESC- PLANO MÉDICO SANTA CASA";"Medicina de Grupo";"RUA SÃO SEBASTIÃO";"32";;"CENTRO";"Barra Mansa";"RJ";"27345480";"24";"33233775";;"plamesc@plamesc.com.br";"JAIR FUSCO";"DIRETOR ADMINISTRATIVO";6;"2015-11-18"
"419958";"20961779000119";"ASSOCIAÇÃO PLANO DE SAÚDE SANTA CASA DE VALINHOS";"PSC SAÚDE - ASSISTÊNCIA MEDICA  ";"Medicina de Grupo";"AV. ONZE DE AGOSTO";"1451";"6º ANDAR - EDIFÍCIO ELLOPAR";"JARDIM RIBEIRO";"Valinhos";"SP";"13270190";;;;"cbeltram@uol.com.br";"CELSO BELTRAMINI";"PRESIDENTE";6;"2015-11-09"
"408093";"66493339000185";"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA A SAUDE DE BOTUCATU";"APAS-BOTUCATU";"Autogestão";"RUA PRUDENTE DE MORAES";"217";;"CENTRO";"Botucatu";"SP";"18602060";"14";"38155199";"38155199";"apasbtu@terra.com.br";"ALEKSANDER TOALDO LACERDA";"DIRETOR PRESIDENTE";5;"1999-09-14"
"408263";"71753297000104";"ASSOCIAÇÃO POLICIAL DE ASSISTENCIA À SAUDE DE SAO JOAO DA BOA VISTA";"APAS - ASSOCIAÇÃO POLICIAL DE ASSISTÊCIA À SAÚDE SJBVISTA";"Autogestão";"AV. PRESIDENTE JOÃO BELCHIOR MARQUES GOU";"401";;"PARQUE NAÇÕES ";"São João da Boa Vista";"SP";"13870579";"19";"36331494";"36338415";"apas.sjoao@uol.com.br";"CELSO AUGUSTO LUCIO ";"DIRETOR PRESIDENTE";5;"1999-09-15"
"409413";"00444803000135";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE";"APAS FERNANDOPOLIS";"Autogestão";"AV. LÍBERO DE ALMEIDA SILVARES";"3014";;"COESTER";"Fernandópolis";"SP";"15603087";"17";"34628371";;"gerencia@apasfernandopolis.com";"IVAN CESAR BELENTANI";"PRESIDENTE";5;"1999-10-27"
"410110";"00034259000153";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE DA BAIXADA SANTISTA";"APAS BAIXADA SANTISTA";"Autogestão";"RUA SÃO PAULO";"118";"CASA";"VILA BELMIRO";"Santos";"SP";"11075330";"13";"32261300";"32265000";"apas@apassantos.com.br";"ELI FRAGA DO REGO";"DIRETOR PRESIDENTE";5;"1999-11-03"
"406813";"59766105000107";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE";"APAS ANDRADINA";"Autogestão";"RUA SÃO PAULO";"757";;"CENTRO";"Andradina";"SP";"16901009";"18";"37224315";"37224315";"apas@apasandradina.com.br";"ADALTO ALVES DE OLIVEIRA";"DIRETOR PRESIDENTE";5;"1999-08-06"
"406937";"57272510000135";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE";"APAS/MARILIA";"Autogestão";"RUA RIO GRANDE DO SUL";"121";"CASA";"CENTRO";"Marília";"SP";"17509130";"14";"34020870";"34331313";"apasmari@terra.com.br";"ANTONIO ZOTTI";"PRESIDENTE";5;"1999-08-04"
"410128";"71559272000174";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE";"APAS SAÚDE SOROCABA";"Autogestão";"RUA CONDE D'EU";"292";;"VILA BOA VISTA";"Sorocaba";"SP";"18030040";"15";"33317092";;"adm.ans@apas-sorocaba.com.br";"WASHINGTON LUIZ GAIOTTO";"PRESIDENTE";5;"1999-11-30"
"409405";"00642842000147";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE - VALE DO RIBEIRA";"APAS VALE  DO RIBEIRA";"Autogestão";"RUA SHITIRO MAEJI";"619";;"CENTRO";"Registro";"SP";"11900000";"13";"38211083";"38211083";"apasrgt@terra.com.br";"EVERALDO FIGUEIREDO CALEGARI";"PRESIDENTE";5;"1999-10-26"
"423203";"00841848000143";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE APAS";"APAS ASSIS";"Autogestão";"RUA SÃO PAULO";"303.0";;"VILA XAVIER";"Assis";"SP";"19802001";"18";"33241423";;"apasassis@outlook.com";"DIONIZIO DE GENOVA JUNIOR";"PRESIDENTE";6;"2022-07-14"
"414212";"59762062000183";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA (APAS)";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE ARAÇATUBA";"Autogestão";"RUA RIO DE JANEIRO";"120";"CASA";"VILA MENDONÇA";"Araçatuba";"SP";"16015150";"18";"36235389";;"apas.administrativo@apasaracatuba.com.br";"ADRIANA ROLEDO BELLUZZO";"DIRETORA PRESIDENTE";5;"2001-08-28"
"407569";"72916364000127";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BARRETOS";"APAS- BARRETOS";"Autogestão";"AVENIDA 23";"1337";;"CENTRO";"Barretos";"SP";"14780320";"17";"33229844";"33225133";"apasbarretos@terra.com.br";"ANTONIO ALVES";"DIRETOR PRESIDENTE";5;"1999-08-20"
"406945";"00147571000153";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE BAURU";"APAS BAURU";"Autogestão";"RUA MARIA JOSÉ";"1-71";"QUADRA 1";"CENTRO";"Bauru";"SP";"17015440";"14";"32145500";"32145501";"apas@apasbauru.com.br";"BENEDITO ROBERTO MEIRA";"DIRETOR PRESIDENTE";5;"1999-08-04"
"408026";"00665690000106";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE DRACENA";"APAS DE DRACENA";"Autogestão";"RUA PRINCESA ISABEL";"1215";;"CENTRO";"Dracena";"SP";"17900000";"18";"38213990";"38213997";"apasdrac@terra.com.br";"CLAUDINÊ DE OLIVEIRA CRESPO";"PRESIDENTE";5;"1999-09-06"
"408034";"66491036000123";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE JAÚ";"APAS-JAU";"Autogestão";"RUA DR JOÃO LEITE";"652";;"CENTRO";"Jaú";"SP";"17201090";"01";"436214846";"436214846";"contato@apasjau.com.br";"JOÃO PEDRO DE OLIVEIRA FILHO";"PRESIDENTE";5;"1999-09-08"
"411248";"00648506000101";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE PRESIDENTE VENCESLAU";"APAS/PV";"Autogestão";"RUA DUQUE DE CAXIAS";"343";;"CENTRO";"Presidente Venceslau";"SP";"19400005";"18";"32713230";"32713322";"contato@apaspv.com.br";"ELCIO APARECIDO RODRIGUES";"PRESIDENTE";6;"2000-05-08"
"408794";"72918287000144";"ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA À SAÚDE DE RIBEIRÃO PRETO (APAS)";"APAS ASSOCIAÇÃO POLICIAL DE ASSISTÊNCIA A SAÚDE RIBEIRÃO PRETO";"Autogestão";"RUA FLORIANO PEIXOTO";"1491";;"SUMARE";"Ribeirão Preto";"SP";"14025388";"16";"35055000";;"apasrp@apasrp.com.br";"MARCO AURELIO HENRIQUES";"PRESIDENTE";5;"1999-10-07"
"420786";"24807514000111";"ASSOCIAÇÃO SANTA CASA CLÍNICAS DE BIRIGUI";"SANTA CASA CLÍNICAS";"Medicina de Grupo";"RUA MAESTRO ANTONIO PASSARELI";"208";;"CENTRO";"Birigui";"SP";"16200004";"18";"36496620";;"bruni@santacasaclinicas.com.br";"GABRIEL GENARO DE MORES";"DIRETOR PRESIDENTE";6;"2017-03-27"
"418803";"16665579000141";"ASSOCIAÇÃO SANTA CASA SAÚDE DE ARAÇATUBA";"SANTA CASA SAÚDE DE ARAÇATUBA";"Medicina de Grupo";"RUA OSCAR RODRIGUES ALVES";"1092";;"VILA MENDONçA";"Araçatuba";"SP";"16015030";"18";"36072720";;"SCSAUDEGERENCIA@TERRA.COM.BR";"FÁBIO JOSÉ BLAYA MARTINEZ";"GERENTE ADMINISTRATIVO";6;"2013-03-25"
"419249";"18321477000134";"ASSOCIAÇÃO SANTA CASA SAÚDE DE SÃO JOSÉ DOS CAMPOS";"SANTA CASA SAÚDE";"Medicina de Grupo";"AVENIDA DOUTOR JOÃO GUILHERMINO";"465";;"CENTRO";"São José dos Campos";"SP";"12210130";"12";"38769000";"38769015";"SANTACASASAUDE@SANTACASASAUDESJC.COM.BR";"IVÃ MOLINA ";"DIRETOR EXECUTIVO PRESIDENTE";5;"2014-01-08"
"418021";"13001218000102";"ASSOCIAÇÃO SANTA SAÚDE";"PLANO SANTA SAÚDE";"Medicina de Grupo";"RUA DR. ANTÔNIO BENTO";"162";"TÉRREO";"VILA MATHIAS";"Santos";"SP";"11075260";"13";"32110602";;"regulacao.ans@planosantasaude.com.br";"RAPHAEL VITA COSTA";"DIRETOR ADMINISTRATIVO E FINANCEIRO";5;"2011-04-20"
"330892";"02903477000102";"ASSOCIAÇÃO SAÚDE CONCEIÇÃO";"SAÚDE CONCEIÇÃO";"Medicina de Grupo";"RUA VIDAL RAMOS";"299";"SALA 01";"CENTRO";"Tubarão";"SC";"88701140";"48";"33027200";;"saudeconceicao@saudeconceicao.org.br";"BEATRIZ HOBOLD";"PRESIDENTE";5;"1998-12-24"
"418218";"11336728000105";"ASSOCIAÇÃO SAÚDE RURAL ALEGRETE";"SAÚDE RURAL";"Medicina de Grupo";"RUA GENERAL VITORINO";"156";"SALA A";"CENTRO";"Alegrete";"RS";"97542310";;;;"saude.rural@sauderural.com.br";"PEDRO PIRES PÍFFERO";"PRESIDENTE";6;"2011-09-13"
"418919";"11867361000156";"ASSOCIAÇÃO SAÚDE SÃO JOSÉ";"SAÚDE SÃO JOSÉ";"Medicina de Grupo";"RUA MARECHAL DEODORO";"382";"TERREO";"CENTRO";"Criciúma";"SC";"88801110";"48";"34333338";"34336242";"PLANO@SSJOSE.COM.BR";"MARIA FELÍCITA HENZ";"PRESIDENTE";5;"2013-06-13"
"417220";"10796140000171";"ASSOCIAÇÃO SERVIÇOS ODONTOLÓGICOS DA INDÚSTRIA DE MINAS GERAIS - ODONTOINDUSTRIA";"ODONTOINDUSTRIA";"Odontologia de Grupo";"RUA ALVARES MACIEL";"59";"11º ANDAR";"SANTA EFIGÊNIA";"Belo Horizonte";"MG";"30150250";"31";"32634600";;"anderson@odontoindustria.com.br";"ANDERSON GONÇALVES DE ALMEIDA GOMES";"REPRESENTANTE";3;"2010-04-09"
"419141";"14946109000120";"ASSOCIAÇÃO SÃO FRANCISCO VIDA";"SÃO FRANCISCO VIDA";"Medicina de Grupo";"RUA GENERAL CARNEIRO";"471";;"CENTRO";"Jacareí";"SP";"12308061";"12";"39559595";"39559595";"ans@sfvida.com.br";"PEDRO GUIMARAES";"DIRETOR SUPERINTENDENTE";5;"2013-10-15"
"421006";"27067508000163";"ASSOCIAÇÃO SÃO LUIZ SAÚDE";"SÃO LUIZ SAÚDE";"Medicina de Grupo";"RUA CORONEL ANDRE ULSON JUNIOR";"248";;"CENTRO";"Araras";"SP";"13600690";"19";"35412107";;"gerenciasls@iscma.com.br";"RÉGIS ROBERTO OLIVÉRIO";"ADMINISTRADOR";6;"2017-09-29"
"420123";"23557177000199";"ASSOCIAÇÃO UNIVIDA SANTA RITA DO PASSA QUATRO";"ASSOCIAÇÃO UNIVIDA";"Medicina de Grupo";"RUA INÁCIO RIBEIRO";"355";;"CENTRO";"Santa Rita do Passa Quatro";"SP";"13670000";"19";"35823259";;"gerencia@unividaplanodesaude.com.br";"SYLVIO ZORDAO JUNIOR";"PRESIDENTE";6;"2016-05-16"
"412635";"00307714000147";"ASSOCIAÇÃO VALEPARAIBANA DE ASSISTÊNCIA MÉDICA POLICIAL";"AVAMP";"Autogestão";"AV MARECHAL DEODORO DA FONSECA";"385";;"JARDIM SANTA CLARA";"Taubaté";"SP";"12080000";"12";"36341266";;"diretoria@avamp.com.br";"RUBENS RAYMUNDO DA SILVA";"PRESIDENTE";5;"2000-11-16"
"420794";"23779545000143";"ASSOREL BRASIL ADMINISTRADORA DE BENEFICIOS LTDA - EPP";"ASSOREL BRASIL";"Administradora de Benefícios";"AVENIDA HISTORIADOR RUBENS DE MENDONÇA";"1856";"14º ANDAR, SALA 1404";"BOSQUE DA SAUDE";"Cuiabá";"MT";"78050000";"65";"30272470";;"carolline@assorelbrasil.com.br";"CAROLLINE BRONZEADO DE OLIVEIRA MORILHAS";"SÓCIA ADMINISTRADORA";5;"2017-01-26"
"336874";"15245079000198";"ATEMDE ODONTO SAÚDE CLUBE DE BENEFÍCIOS";"ATEMDE ODONTO";"Odontologia de Grupo";"RUA RUI BARBOSA";"120";"ED. REAL SALA 202";"CENTRO";"Simões Filho";"BA";"43700000";"71";"34832700";"34832711";"contabilidade@atemde.com.br";"ANTÔNIO CLEITON VIEIRA GURGEL";"DIRETOR PRESIDENTE E ADMINISTR";5;"1998-12-17"
"422151";"34732056000152";"ATITUDE SAÚDE ASSISTÊNCIA MEDICA LTDA";"ATITUDE SAÚDE";"Medicina de Grupo";"AVENIDA TANCREDO NEVES";"001283";"EDIF EMPRESARIAL OMEGA SALA 0101";"CAMINHO DAS ARVORES";"Salvador";"BA";"41820021";;;;"diretoria@planoatitudesaude.com.br";"ELISANGELA SANTOS SOUSA";"REPRESENTANTE JUNTO À ANS";;"2020-02-27"
